city_ascii;lat;lng;iso2
Dornbirn;47.4167;9.75;AT
Ami;36.0308;140.215;JP
Marhanets';47.648;34.6167;UA
Bulungu;-4.5496;18.6;CD
Kyle;29.9937;-97.8859;US
Tarnobrzeg;50.5833;21.6833;PL
Ishigaki;24.3333;124.15;JP
Durham;54.7761;-1.5733;GB
Monroe;41.9154;-83.385;US
Rio Grande da Serra;-23.7439;-46.3978;BR
Beypazari;40.1703;31.9211;TR
Tuckahoe;37.5878;-77.5858;US
Lincoln;38.8759;-121.2916;US
Bel Air South;39.5051;-76.3197;US
Ocoee;28.5787;-81.5338;US
Brianka;48.5133;38.6431;UA
Takeocho-takeo;33.1939;130.0192;JP
Burleson;32.517;-97.3343;US
Kita;13.0504;-9.4833;ML
Finike;36.3;30.15;TR
Donetsk;48.3369;39.9449;RU
Alta Gracia;-31.6667;-64.4333;AR
Farmers Branch;32.9272;-96.8804;US
Higashine;38.4314;140.3911;JP
East Lansing;42.748;-84.4835;US
Uniontown;39.8994;-79.7244;US
Kashira;54.8333;38.15;RU
Shelekhov;52.2;104.1;RU
Jeffersonville;38.3376;-85.7026;US
Winder;33.9917;-83.7218;US
Wauwatosa;43.0615;-88.0347;US
Vila Verde;41.65;-8.4333;PT
Skierniewice;51.9528;20.1417;PL
Littleton;39.5915;-105.0188;US
Otradnyy;53.3667;51.35;RU
Kikugawa;34.7578;138.0842;JP
Tomioka;36.26;138.89;JP
Noboribetsu;42.4128;141.1067;JP
Soest;51.5711;8.1092;DE
East Brunswick;40.4281;-74.4179;US
Cumberland;39.6515;-78.7585;US
Stade;53.6008;9.4764;DE
Cedar Hill;32.581;-96.9591;US
Brive-la-Gaillarde;45.1583;1.5321;FR
Carrollton;33.5817;-85.0837;US
Enid;36.4061;-97.8701;US
Golpayegan;33.4536;50.2883;IR
Dila;6.4104;38.31;ET
Rancho Santa Margarita;33.6318;-117.5989;US
Pakenham;-38.0712;145.4878;AU
Lousada;41.2833;-8.2833;PT
Charleville-Mezieres;49.7719;4.7161;FR
Poti;42.15;41.6667;GE
Luwuk;-0.9396;122.79;ID
Washington Township;39.747;-75.0724;US
Herzogenrath;50.8667;6.1;DE
Vyshniy Volochek;57.5913;34.5645;RU
East Honolulu;21.2975;-157.7211;US
Al Madrah Sama'il;23.3032;57.9782;OM
Al Majma`ah;25.9039;45.3456;SA
Beavercreek;39.731;-84.0624;US
Saint-Herblain;47.2122;-1.6497;FR
Niagara Falls;43.0921;-79.0147;US
Snizhne;48.0167;38.7667;UA
Amahai;-3.3281;128.9405;ID
`Amuda;37.1042;40.93;SY
Saint-Priest;45.6972;4.9447;FR
San Lorenzo;-28.12;-58.77;AR
East Providence;41.8065;-71.3565;US
Kamiyoshida;35.4875;138.8081;JP
Kafue;-15.78;28.18;ZM
Kutno;52.2333;19.3667;PL
Livny;52.4253;37.6083;RU
Azna;33.4539;49.455;IR
Chesterfield;38.6588;-90.5804;US
Irati;-25.4672;-50.6511;BR
Capao Bonito;-24.0058;-48.3494;BR
Ban Plai Bua Phatthana;13.9032;100.3989;TH
Santa Ana Chiautempan;19.3167;-98.1833;MX
Tamagawa;33.6317;130.7997;JP
Lohja;60.25;24.0667;FI
Qingyuan;24.5004;108.6667;CN
Kasaoka;34.5072;133.5072;JP
Sayanogorsk;53.1;91.4;RU
Sanski Most;44.7667;16.6667;BA
Bothell;47.7735;-122.2044;US
Jobabo;20.9078;-77.2831;CU
Villa Constitucion;-33.2333;-60.3333;AR
Tangdukou;27;111.2001;CN
Kingisepp;59.3667;28.6;RU
Talghar;43.3;77.2333;KZ
Nakai;33.5756;133.6414;JP
Fellbach;48.8086;9.2758;DE
Blois;47.5939;1.3281;FR
Yabrud;33.9672;36.6572;SY
Glenview;42.0825;-87.8216;US
Ban Bang Mae Nang;13.8815;100.3759;TH
Tursunzoda;38.5108;68.2303;TJ
Saint-Malo;48.6481;-2.0075;FR
Oberursel;50.2028;8.5769;DE
Mentor;41.6895;-81.3361;US
Antalaha;-14.8833;50.2833;MG
Landau;49.1994;8.1231;DE
Jablonec nad Nisou;50.7278;15.17;CZ
Keller;32.9337;-97.2255;US
West Orange;40.7893;-74.2627;US
Shima;34.3283;136.8306;JP
Takashima;35.3528;136.0356;JP
Zarinsk;53.7;84.9167;RU
Huatan;24.0316;120.558;TW
Schwerte;51.4458;7.5653;DE
Aubagne;43.2908;5.5708;FR
Poso;-1.3896;120.76;ID
Tres Arroyos;-38.3667;-60.2667;AR
Nysa;50.4738;17.3344;PL
Kurayoshi;35.43;133.8256;JP
Calimaya;19.1608;-99.6172;MX
Neunkirchen;49.3448;7.1799;DE
McLean;38.9436;-77.1943;US
Danville;40.1423;-87.6114;US
Spring Hill;35.7438;-86.9116;US
Al Qusayr;34.5089;36.5797;SY
Roseville;42.5074;-82.9369;US
Filderstadt;48.6667;9.2167;DE
Fastiv;50.0747;29.9181;UA
Tocoa;15.6833;-86;HN
Agrinio;38.6167;21.4;GR
Lukavac;44.5333;18.5333;BA
T'aebaek;37.1731;128.9861;KR
Dulmen;51.8308;7.2783;DE
Ban Saen Suk;13.2882;100.9144;TH
Lubny;50.0186;32.9869;UA
Carcassonne;43.21;2.35;FR
San Francisco de los Romo;22.0833;-102.2667;MX
Berezovskiy;55.6667;86.25;RU
Elmhurst;41.8973;-87.9432;US
Hof;50.3167;11.9167;DE
Kariya;34.7889;134.3724;JP
Cabreuva;-23.3075;-47.1331;BR
New Philadelphia;40.486;-81.4402;US
Melle;52.2031;8.3361;DE
Santa Cruz do Rio Pardo;-22.8989;-49.6328;BR
Sandusky;41.4437;-82.7149;US
Hokota;36.1586;140.5164;JP
Hyvinkaa;60.6306;24.8597;FI
Cornwall;45.0275;-74.74;CA
Perinton;43.0781;-77.4283;US
Euclid;41.5904;-81.5188;US
Gryazi;52.5;39.9333;RU
Shimeo;33.5914;130.4797;JP
Kingman;35.217;-114.0105;US
Galveston;29.2487;-94.891;US
Dendermonde;51.0167;4.1;BE
Kilmarnock;55.6111;-4.4957;GB
Chalons-en-Champagne;48.9575;4.365;FR
Berekum;7.4504;-2.59;GH
Rio Tercero;-32.1768;-64.113;AR
Montecristi;-1.05;-80.6667;EC
Torzhok;57.0333;34.9667;RU
Gotha;50.9489;10.7183;DE
Tingo Maria;-9.3015;-76.0361;PE
Jammalamadugu;14.85;78.38;IN
Salina;38.8137;-97.6143;US
Farmington;37.7821;-90.4288;US
Ciechanow;52.8817;20.6106;PL
Bunde;52.2;8.6;DE
Mlada Boleslav;50.4125;14.9064;CZ
Hilo;19.6886;-155.0864;US
Weatherford;32.7536;-97.7723;US
Middletown;41.5476;-72.6549;US
Mairinque;-23.5464;-47.1836;BR
Roseburg;43.2232;-123.3518;US
Biloxi;30.4422;-88.9512;US
Wittenberg;51.8671;12.6484;DE
Roskilde;55.65;12.0833;DK
Leavenworth;39.3239;-94.924;US
Salon-de-Provence;43.6406;5.0972;FR
Hokuto;41.8242;140.6531;JP
Bajil;15.0583;43.285;YE
Manono;-7.2947;27.4545;CD
Pearl City;21.4031;-157.9566;US
Pontal;-21.0225;-48.0372;BR
Aksay;47.2667;39.8667;RU
Fort Pierce;27.4256;-80.3431;US
Weinheim;49.5561;8.6697;DE
Winter Garden;28.5421;-81.5966;US
Oro Valley;32.4208;-110.9768;US
Ourem;39.65;-8.5833;PT
Erkrath;51.2239;6.9147;DE
Morgan Hill;37.1326;-121.6417;US
Ciudad Constitucion;25.0322;-111.6703;MX
Haymana;39.4311;32.4956;TR
Pinehurst;35.1922;-79.4684;US
Chippenham;51.4585;-2.1158;GB
Rodgau;50.0256;8.8841;DE
Winchester;51.0632;-1.308;GB
Danville;36.5831;-79.4087;US
Rockwall;32.9169;-96.4377;US
Dracena;-21.4825;-51.5328;BR
Salvador;20.2094;-75.2231;CU
Stouffville;43.9667;-79.25;CA
Potomac;39.0141;-77.1943;US
Coachella;33.6905;-116.143;US
Olhao;37.0278;-7.8389;PT
Salcedo;19.383;-70.4167;DO
Tateyama;34.9967;139.87;JP
Les Sables-d'Olonne;46.4972;-1.7833;FR
Sugito;36.0256;139.7367;JP
Rameswaram;9.28;79.3;IN
Albstadt;48.2119;9.0239;DE
Inabe;35.1158;136.5614;JP
Cuautepec de Hinojosa;20.15;-98.4333;MX
Wake Forest;35.9629;-78.5141;US
Saint-Germain-en-Laye;48.8989;2.0938;FR
Bruhl;50.8333;6.9;DE
El Dorado Hills;38.675;-121.049;US
Beaufort West;-32.35;22.5833;ZA
Biella;45.5664;8.0533;IT
Rada`;14.4295;44.8341;YE
Aliwal North;-30.7;26.7;ZA
Chateauroux;46.8103;1.6911;FR
Wallsend;54.991;-1.534;GB
Olbia;40.9143;9.5151;IT
Hagi;34.4078;131.3989;JP
Cerquilho Velho;-23.165;-47.7436;BR
Kamen'-na-Obi;53.7919;81.3486;RU
Tupelo;34.2692;-88.7318;US
Haugesund;59.4164;5.27;NO
Carnot;4.9333;15.8667;CF
Birak;27.5333;14.2834;LY
Pinamar;-37.1;-56.85;AR
Georgina;44.3;-79.4333;CA
Imbituba;-28.2296;-48.66;BR
Masuda;34.675;131.8428;JP
Coatbridge;55.8625;-4.0266;GB
West Seneca;42.8374;-78.7509;US
Svitlovods'k;49.0833;33.25;UA
Victoriaville;46.05;-71.9667;CA
Ruzayevka;54.0667;44.95;RU
Actopan;19.5036;-96.6192;MX
South Brunswick;40.384;-74.5256;US
Attleboro;41.9311;-71.295;US
Tank;32.2167;70.3833;PK
Pine Bluff;34.2116;-92.0178;US
Evesham;39.8605;-74.8947;US
Dimitrovgrad;42.0611;25.5933;BG
Marion;40.5933;-83.1237;US
`Afula;32.6078;35.2897;IL
Winneba;5.35;-0.6333;GH
Middletown Township;40.179;-74.9059;US
Zhovti Vody;48.35;33.5167;UA
Sete;43.4053;3.6975;FR
Bruchsal;49.1333;8.6;DE
Grantham;52.918;-0.638;GB
Buenos Aires;9.1497;-83.3334;CR
Himi;36.85;136.9833;JP
Kimry;56.8667;37.35;RU
Shahhat;32.8281;21.8622;LY
Shchuchinsk;52.9333;70.2;KZ
Parma;65.923;57.403;RU
Sidcup;51.4263;0.1024;GB
Yatagan;37.3425;28.1393;TR
Kaufbeuren;47.88;10.6225;DE
Pederneiras;-22.3517;-48.775;BR
Rasskazovo;52.6667;41.8833;RU
Nadym;65.5333;72.5167;RU
Drama;41.1514;24.1392;GR
Vallenar;-28.57;-70.76;CL
Dunakeszi;47.6297;19.1381;HU
Pemangkat;1.1727;108.9808;ID
Volkhov;59.9167;32.35;RU
Mount Pleasant;41.112;-73.8122;US
Lufkin;31.3217;-94.7277;US
Darcheh;32.6153;51.5556;IR
Middleton;53.555;-2.187;GB
Falkensee;52.5583;13.0917;DE
Paraguacu Paulista;-22.4197;-50.5797;BR
Bexhill;50.8424;0.4676;GB
Shinshiro;34.9;137.5;JP
Chusovoy;58.2833;57.8167;RU
Oranienburg;52.7544;13.2369;DE
Jisr ash Shughur;35.8;36.3167;SY
Wallingford;41.4587;-72.8039;US
Manitowoc;44.0991;-87.6811;US
Prostejov;49.4722;17.1106;CZ
Nidadavole;16.92;81.67;IN
Sandefjord;59.1312;10.2166;NO
Taketoyo;34.8514;136.915;JP
Bridgewater;40.5934;-74.6076;US
Selma;36.5715;-119.6143;US
Strongsville;41.3128;-81.8313;US
Louveira;-23.0864;-46.9506;BR
Seferhisar;38.1975;26.8388;TR
Garca;-22.2153;-49.6511;BR
Vernon;50.267;-119.272;CA
Kaarst;51.2278;6.6273;DE
Tiberias;32.7897;35.5247;IL
Abovyan;40.2739;44.6256;AM
Danville;37.8121;-121.9698;US
Makinohara;34.74;138.2247;JP
Petatlan;17.5383;-101.2739;MX
Bietigheim-Bissingen;48.9667;9.1333;DE
Otofuke;42.9942;143.1981;JP
Quincy;39.9335;-91.3799;US
Memmingen;47.9878;10.1811;DE
Enfield;41.9839;-72.5548;US
Lancaster;39.7249;-82.6049;US
Riverton;40.5177;-111.9635;US
The Colony;33.0925;-96.8977;US
Lake Ridge;38.6843;-77.3059;US
Neustadt am Rubenberge;52.5055;9.4636;DE
Urbandale;41.639;-93.7813;US
Lehrte;52.3725;9.9769;DE
Volksrust;-27.3667;29.8833;ZA
Plainfield;41.6206;-88.2252;US
Lombard;41.8742;-88.0157;US
Prescott;34.585;-112.4475;US
Dikili;39.071;26.8902;TR
Korogwe;-5.1558;38.4503;TZ
Krasnodon;48.3;39.7333;UA
Webster;43.2294;-77.4454;US
Eureka;40.7942;-124.1568;US
Addanki;15.811;79.9738;IN
Catacamas;14.8;-85.9;HN
Kuybyshev;55.4503;78.3075;RU
Sayreville;40.4656;-74.3237;US
Saint-Eustache;45.57;-73.9;CA
Altamonte Springs;28.6615;-81.3953;US
Yartsevo;55.0667;32.6833;RU
Del Rio;29.3708;-100.88;US
Kobayashi;31.9967;130.9728;JP
Voluntari;44.4925;26.1914;RO
Kastel Stari;43.5483;16.3383;HR
Shimabara;32.7756;130.3381;JP
Pantanal;18.5103;-68.3694;DO
Ogimachi;33.2506;130.2017;JP
Comendador;18.876;-71.707;DO
Kamen;51.5917;7.6653;DE
Natanz;33.5;51.9;IR
Pinhal;-22.1908;-46.7408;BR
Zongolica;18.6642;-97.0011;MX
Bountiful;40.8722;-111.8647;US
Desert Hot Springs;33.9551;-116.543;US
Nabire;-3.3515;135.5134;ID
Peachtree Corners;33.967;-84.2319;US
Haltom City;32.8176;-97.2707;US
Castro;-24.7893;-50.0123;BR
Baniyas;35.1822;35.9403;SY
Batouri;4.4333;14.3667;CM
Monroe;40.3191;-74.4286;US
Ad Dir`iyah;24.7333;46.5756;SA
Southington;41.605;-72.8802;US
Worksop;53.3042;-1.1244;GB
Ormond Beach;29.296;-81.1003;US
Sambava;-14.2662;50.1666;MG
Takab;36.4008;47.1131;IR
Erkelenz;51.08;6.3156;DE
Salto de Pirapora;-23.6489;-47.5728;BR
Basoko;1.2333;23.6;CD
Cutler Bay;25.5765;-80.3356;US
Of;40.945;40.2644;TR
Macenta;8.5504;-9.48;GN
Chefchaouene;35.1714;-5.2697;MA
Adrian;41.8994;-84.0446;US
Nuevo Mexico;20.75;-103.433;MX
Lota;-37.0944;-73.1563;CL
Angouleme;45.65;0.16;FR
Otwock;52.1167;21.2667;PL
Goose Creek;32.9925;-80.0054;US
Et Taiyiba;32.2667;35;IL
Moorhead;46.8673;-96.7461;US
Westfield;40.0333;-86.1532;US
Santa Cruz;32.675;-16.8309;PT
Cesme;38.32;26.3053;TR
Ponte de Lima;41.7667;-8.5833;PT
Musina;-22.3381;30.0417;ZA
Birsk;55.4167;55.5333;RU
Prerov;49.4556;17.4511;CZ
Quinte West;44.1833;-77.5667;CA
Wismar;53.8925;11.465;DE
Presidente Epitacio;-21.7633;-52.1156;BR
Bahia Honda;22.9064;-83.1639;CU
Istres;43.5151;4.9895;FR
Tamworth;-31.0833;150.9167;AU
Pedro Celestino Negrete;24.726;-102.984;MX
Zharkent;44.1667;80.0067;KZ
Futtsu;35.3042;139.8569;JP
Canoinhas;-26.1772;-50.39;BR
Sawakin;19.1;37.3333;SD
Manchester;39.9651;-74.3738;US
Henrietta;43.0555;-77.6413;US
Esperanza;-31.4167;-60.9333;AR
Kemer;36.6;30.55;TR
Rantepao;-2.969;119.9;ID
Brea;33.9254;-117.8656;US
Klamath Falls;42.2191;-121.7754;US
Al Wajh;26.2324;36.4636;SA
King's Lynn;52.7543;0.3976;GB
Siegburg;50.8014;7.2044;DE
San Lorenzo;13.3667;-87.2667;HN
Ambatondrazaka;-17.8329;48.4167;MG
Veroia;40.5203;22.2019;GR
Nadi;-17.8;177.4167;FJ
Bourg-en-Bresse;46.2056;5.2289;FR
Kolchugino;56.2992;39.3831;RU
Jesus Maria;21.9667;-102.35;MX
Lubao;-5.3896;25.75;CD
Singhanakhon;7.2389;100.5506;TH
Bihac;44.8167;15.8667;BA
Obita;32.8253;129.875;JP
Billerica;42.5587;-71.2673;US
Yendi;9.4337;-0.0167;GH
Gualeguay;-33.15;-59.3167;AR
Egg Harbor;39.3787;-74.6102;US
Nettetal;51.3167;6.2833;DE
Osinniki;53.6167;87.3333;RU
Lancaster;42.9099;-78.6378;US
Sieradz;51.6;18.75;PL
Yuzawa;39.1644;140.4958;JP
Gifhorn;52.4886;10.5464;DE
Centralia;46.7226;-122.9696;US
Gallatin;36.3782;-86.4696;US
Atenco;19.5167;-98.9167;MX
Zvolen;48.5831;19.1331;SK
Samborondon;-1.9611;-79.7256;EC
Dreieich;50.0189;8.6961;DE
Stevens Point;44.5241;-89.5508;US
Nurmijarvi;60.4667;24.8083;FI
Orlandia;-20.7203;-47.8867;BR
Borken;51.8439;6.8583;DE
Brentwood;35.9918;-86.7758;US
Amberg;49.4444;11.8483;DE
Eisenach;50.9747;10.3244;DE
Nakano;36.7419;138.3694;JP
Temsia;30.3633;-9.4144;MA
Burke;38.7773;-77.2633;US
Fianga;9.9153;15.1375;TD
Hwange;-18.3647;26.5;ZW
Sansanne-Mango;10.3556;0.4756;TG
Leigh;53.4975;-2.515;GB
Macerata;43.3003;13.4533;IT
Vawkavysk;53.1667;24.4667;BY
Mariel;22.9936;-82.7539;CU
Laatzen;52.3077;9.8133;DE
Qiryat Yam;32.8331;35.0664;IL
Edmonds;47.8115;-122.3533;US
Charlottetown;46.2403;-63.1347;CA
Mikolow;50.171;18.9041;PL
Apache Junction;33.3985;-111.5351;US
Fairfield;39.3301;-84.5409;US
Bury Saint Edmunds;52.2474;0.7183;GB
Oakley;37.9929;-121.6951;US
Hutchinson;38.0671;-97.9081;US
Shebekino;50.4167;36.9;RU
Mascouche;45.75;-73.6;CA
Shimo-tsuma;36.1844;139.9675;JP
Dayr Mawas;27.6414;30.8494;EG
West Vancouver;49.3667;-123.1667;CA
Shepetivka;50.1833;27.0667;UA
Shu;43.5953;73.7448;KZ
Cortlandt;41.2553;-73.9019;US
Alerce;-41.3969;-72.9037;CL
Greenwood;34.1945;-82.1542;US
Tome;-36.6171;-72.9575;CL
Salaberry-de-Valleyfield;45.25;-74.13;CA
Balykchy;42.4667;76.1833;KG
Heinsberg;51.0631;6.0964;DE
Itapolis;-21.5958;-48.8128;BR
Richmond;39.8318;-84.8905;US
Puyallup;47.1794;-122.2902;US
Linden;40.6251;-74.2381;US
Nanbei;35.3206;139.1;JP
Kitaibaraki;36.8019;140.7511;JP
Qazyan;39.2015;46.415;AZ
Rajgir;25.03;85.42;IN
Rouyn-Noranda;48.2333;-79.0167;CA
Koniz;46.925;7.4153;CH
Homburg;49.3167;7.3333;DE
Beitbridge;-22.2167;30;ZW
Ansbach;49.3;10.5833;DE
Germering;48.1333;11.3667;DE
Gay;51.4747;58.4543;RU
Urbana;40.1106;-88.1972;US
Aurich;53.4714;7.4836;DE
Qapshaghay;43.8844;77.0687;KZ
Nordhausen;51.505;10.7911;DE
Beverly;42.5681;-70.8627;US
Safonovo;55.1;33.25;RU
Clovis;34.4376;-103.1923;US
Monchegorsk;67.9394;32.9156;RU
Soran;49.7908;72.8374;KZ
Statesboro;32.4376;-81.775;US
Hobbs;32.7282;-103.16;US
Sarab;37.9408;47.5367;IR
Su-ngai Kolok;6.0297;101.9668;TH
Korenovsk;45.4667;39.45;RU
Qiryat Mozqin;32.8381;35.0794;IL
McMinnville;45.211;-123.1918;US
Castres;43.6;2.25;FR
Ales;44.1281;4.0817;FR
Schertz;29.5649;-98.2537;US
Tequila;20.8794;-103.8356;MX
Moatize;-16.1167;33.75;MZ
Alta Floresta;-9.9;-55.91;BR
Greenock;55.95;-4.765;GB
Chapadinha;-3.7417;-43.3603;BR
Nurtingen;48.6267;9.3353;DE
Spassk-Dal'niy;44.6;132.8167;RU
Tulun;54.5667;100.5667;RU
North Brunswick;40.4505;-74.4798;US
Channelview;29.7914;-95.1145;US
Rajaori;33.38;74.3;IN
Wunstorf;52.4238;9.4359;DE
Muban Phimon Rat;13.9189;100.3922;TH
Jardinopolis;-21.0178;-47.7639;BR
Bayt al Faqih;14.5167;43.3167;YE
San;13.3004;-4.9;ML
Oviedo;28.658;-81.1872;US
Odenton;39.0661;-76.6939;US
Kwidzyn;53.7358;18.9308;PL
Satka;55.05;59.05;RU
Grove City;39.8659;-83.0694;US
Schwabach;49.3292;11.0208;DE
Mozdok;43.75;44.65;RU
Timmins;48.4667;-81.3333;CA
Konigswinter;50.6833;7.1833;DE
Wentzville;38.8152;-90.8667;US
Ita;-25.5096;-57.36;PY
Myski;53.7;87.8167;RU
La Quinta;33.6536;-116.2785;US
Strezhevoy;60.7333;77.5833;RU
Podilsk;47.7419;29.535;UA
Freiberg;50.9119;13.3428;DE
Sarande;39.8833;20.0167;AL
Ust'-Kut;56.8;105.8333;RU
North Fort Myers;26.7243;-81.8491;US
Swinoujscie;53.9167;14.25;PL
Yakacik;36.75;36.2167;TR
Ihnasya al Madinah;29.0856;30.9344;EG
Lokeren;51.1;3.9833;BE
Berkeley;39.9156;-74.1923;US
Weslaco;26.1648;-97.9898;US
Sorel-Tracy;46.0333;-73.1167;CA
Karabulak;43.3;44.9;RU
Naini Tal;29.3919;79.4542;IN
Ayagoz;47.9645;80.4344;KZ
Zanesville;39.9565;-82.0132;US
Newnan;33.3766;-84.7761;US
Shakopee;44.7744;-93.4764;US
Nowa Sol;51.8;15.7167;PL
Brighton;39.9716;-104.7964;US
Rancho Palos Verdes;33.7554;-118.3637;US
Thionville;49.3589;6.1692;FR
Kirchheim unter Teck;48.6483;9.4511;DE
Penn Hills;40.4762;-79.8255;US
Mount Laurel;39.9484;-74.9047;US
Catonsville;39.2646;-76.7424;US
Verkhnyaya Salda;58.05;60.55;RU
Erzin;36.9539;36.2022;TR
New Tecumseth;44.0833;-79.75;CA
Leinfelden-Echterdingen;48.6928;9.1428;DE
Coppell;32.9638;-96.9905;US
Sovetsk;55.0833;21.8833;RU
Itoigawa;37.0333;137.85;JP
Moline;41.4821;-90.4921;US
El Tocuyo;9.7822;-69.7931;VE
Aquidauana;-20.4711;-55.7872;BR
Chaves;41.7399;-7.4707;PT
Ozu;33.5064;132.5447;JP
Antequera;37.0184;-4.5597;ES
Delaware;40.2866;-83.0747;US
Kovvur;17.0167;81.7333;IN
Gap;44.5594;6.0786;FR
Temryuk;45.2667;37.3833;RU
Westfield;42.1382;-72.7561;US
Jarvenpaa;60.4722;25.0889;FI
Vyshneve;50.3833;30.3667;UA
Bensheim;49.6811;8.6228;DE
Hempfield;40.2847;-79.5841;US
Boleslawiec;51.2667;15.5667;PL
Shelton;41.306;-73.1383;US
Baft;29.2331;56.6022;IR
Westerville;40.1241;-82.9209;US
Lemgo;52.0277;8.9043;DE
Kasumigaura;36.1519;140.2372;JP
Linton Hall;38.7551;-77.575;US
Manassas;38.7479;-77.4839;US
Eberswalde;52.8331;13.8331;DE
Tonbridge;51.1987;0.2764;GB
Upper Hutt;-41.1333;175.05;NZ
Salinopolis;-0.6136;-47.3561;BR
Pirmasens;49.2;7.6;DE
Kearny;40.7528;-74.1202;US
Chambas;22.1967;-78.9133;CU
Ostfildern;48.7228;9.2631;DE
Siguatepeque;14.6167;-87.8333;HN
Bagua Grande;-5.7572;-78.4453;PE
South Valley;35.0092;-106.6819;US
Pyt'-Yakh;60.75;72.7833;RU
Novozybkov;52.5333;31.9333;RU
Los Banos;37.063;-120.8406;US
Richmond;37.7306;-84.2926;US
Compiegne;49.4149;2.8231;FR
Kabuga;-1.9765;30.2247;RW
Chebarkul;54.9778;60.37;RU
Romny;50.7428;33.4879;UA
Spanish Fork;40.1101;-111.6406;US
Woodstock;43.1306;-80.7467;CA
Belleville;38.5165;-89.99;US
Ilhavo;40.6;-8.6667;PT
Maplewood;44.9842;-93.0247;US
Komono;35.02;136.5075;JP
Gishi;26.1911;127.7286;JP
Schwabisch Hall;49.1122;9.7375;DE
Abadan;38.0517;58.21;TM
Sasayama;35.0758;135.2192;JP
Pereslavl'-Zalesskiy;56.7381;38.8562;RU
Petrich;41.3953;23.2069;BG
Tomar;39.6;-8.4167;PT
Colomiers;43.6139;1.3367;FR
Weissenfels;51.2;11.9667;DE
Boucherville;45.6;-73.45;CA
Yalutorovsk;56.65;66.3;RU
Arys;42.4333;68.8;KZ
Freital;51.0167;13.65;DE
Vahdat;38.5531;69.0197;TJ
Channarayapatna;12.9;76.39;IN
Pottsville;40.6798;-76.2092;US
Buxtehude;53.4769;9.7011;DE
Columbia;35.6235;-87.0486;US
Bayindir;38.2192;27.6481;TR
Pechora;65.1442;57.2197;RU
Bartlett;41.9803;-88.2069;US
Bluefield;37.2608;-81.2143;US
Fitchburg;42.5912;-71.8156;US
Orange;-33.2833;149.1;AU
Marion;40.5496;-85.66;US
Huckelhoven;51.0608;6.2197;DE
Huaura;-11.1;-77.6;PE
Farnham;51.215;-0.799;GB
Uray;60.1333;64.7833;RU
Maihar;24.27;80.75;IN
Halberstadt;51.8958;11.0467;DE
Cedar Falls;42.5195;-92.4534;US
Aizawa;35.5289;139.3217;JP
Yi'an;47.8804;125.3;CN
Maintal;50.15;8.8333;DE
Neumarkt;49.2833;11.4667;DE
Binh Long;11.6504;106.6;VN
Pyu;18.4779;96.4379;MM
Buffalo Grove;42.1673;-87.9616;US
Jamestown;42.0975;-79.2366;US
Essex;39.3024;-76.4457;US
Sagae;38.3811;140.2761;JP
Huntsville;30.705;-95.5544;US
Mableton;33.8132;-84.5656;US
Hofheim;50.0876;8.4447;DE
Anglet;43.485;-1.5183;FR
Sao Manuel;-22.7308;-48.5708;BR
Clarksburg;39.2863;-80.323;US
Zainsk;55.3;52.0167;RU
Royal Palm Beach;26.7038;-80.2241;US
Lohne;52.2;8.7;DE
Jipijapa;-1.3486;-80.5786;EC
Al Qa`idah;13.7569;44.1392;YE
Marion;42.045;-91.5846;US
Oswiecim;50.0333;19.2333;PL
Covington;39.0334;-84.5166;US
Junnar;19.2;73.88;IN
Schorndorf;48.8;9.5333;DE
Kurobeshin;36.8667;137.45;JP
Belaya Kalitva;48.1667;40.7833;RU
Whanganui;-39.9333;175.05;NZ
Takikawa;43.5578;141.9106;JP
Tiete;-23.1019;-47.715;BR
Friendswood;29.5111;-95.1979;US
Arawa;-6.228;155.566;PG
Povazska Bystrica;49.1167;18.45;SK
Indian Trail;35.0698;-80.6457;US
Woburn;42.4869;-71.1543;US
Camargo;27.667;-105.167;MX
Mtsensk;53.2833;36.5667;RU
Tutayev;57.8833;39.5333;RU
Tipton;52.5259;-2.0751;GB
Ban Bang Khu Lat;13.9134;100.369;TH
Oroqen Zizhiqi;50.5667;123.7167;CN
Ad Dilam;23.9934;47.1643;SA
Marlboro;40.3427;-74.2567;US
Hangu;33.5281;71.0572;PK
Raub;3.7931;101.8569;MY
Holyoke;42.2125;-72.6411;US
Amursk;50.2167;136.9;RU
Arecibo;18.4491;-66.7387;PR
Baksan;43.6833;43.5333;RU
Mibu;36.4272;139.8039;JP
Plasencia;40.0275;-6.0908;ES
Altagracia de Orituco;9.8504;-66.38;VE
Draguignan;43.5403;6.4667;FR
Isfara;40.1167;70.6333;TJ
Inashiki;35.9567;140.3239;JP
Otavalo;0.2333;-78.2667;EC
Ettlingen;48.9333;8.4;DE
Alashankou;45.1714;82.5731;CN
Clinton;38.7499;-76.9063;US
Jayrud;33.8072;36.7403;SY
Hitachiomiya;36.5517;140.4119;JP
Chrzanow;50.1333;19.4;PL
Torrington;41.8349;-73.1281;US
Cedar City;37.6834;-113.0956;US
Coram;40.8813;-73.0059;US
Halle;50.7361;4.2372;BE
Rauma;61.1167;21.5;FI
Volklingen;49.25;6.8333;DE
Yecapixtla;18.8833;-98.865;MX
Jaroslaw;50.0162;22.6778;PL
Ecija;37.5411;-5.0792;ES
Sakuragawa;36.3272;140.0906;JP
Michalovce;48.7575;21.9183;SK
Matias Romero;16.8798;-95.0391;MX
